"","Ordered_X","Fitted_Values"
"1",0.000680903084250869,6.01372564067528
"2",0.000760288698196931,5.80260009568216
"3",0.00140845222043919,5.0374956983575
"4",0.00279657393878067,6.21211553291919
"5",0.00322311551449733,5.68109754873142
"6",0.00425804947356097,0.16057387857145
"7",0.00458579468688532,0.0938736821327356
"8",0.00658661851785869,6.13220193206396
"9",0.00839235598424886,6.10904922903215
"10",0.00847137003436739,0.818337149892975
"11",0.0103068399109399,4.81982721746466
"12",0.0105519248681647,4.30785591928244
"13",0.0115999877883146,5.94182857622851
"14",0.0117308922211512,4.85268676212298
"15",0.0117384185159422,1.49896736321414
"16",0.0140029083272318,6.03763548712725
"17",0.014079675886221,6.0274998479783
"18",0.0142591385365643,0.00359012163491249
"19",0.0142933711716507,5.97380160821169
"20",0.0161708124242936,6.13190876442146
"21",0.0170115674184552,5.92999963785451
"22",0.018738585893201,2.93523782299331
"23",0.0194412887210633,5.08486321967394
"24",0.0200070490776638,1.04803082266939
"25",0.0214826411944856,1.05692907398169
"26",0.0237585082068096,0.763597581111878
"27",0.0253877414764228,5.80525748881533
"28",0.0262687799603526,1.07259147058889
"29",0.027388575302379,5.21954918108976
"30",0.0274624102027767,5.88746887901983
"31",0.0279787282799858,6.25097042684048
"32",0.0281438761254676,6.1313573642047
"33",0.0306143130794309,0.121863146865209
"34",0.0315479253656935,0.638138614094912
"35",0.0319661080604142,1.301495836384
"36",0.032509881796221,6.19945380012675
"37",0.0342938323795973,0.689390443462013
"38",0.0355231292686429,5.07053655009165
"39",0.03745485523039,4.75736466744487
"40",0.0376750191360663,1.12981170765686
"41",0.0382107133551748,3.81437229064856
"42",0.039008799190756,0.891320105093758
"43",0.0393745395509805,0.154933430751915
"44",0.0400480971998147,0.205917296552017
"45",0.0402133406885091,3.06986121395062
"46",0.0405433872797687,6.20178248918458
"47",0.0429965393478305,5.73626924276834
"48",0.0432095704064163,0.746943997805447
"49",0.0438497224037457,0.234096053888009
"50",0.0450352334161442,1.74691625992137
"51",0.0456047075084155,1.1290726585705
"52",0.0456974002106661,6.01282613950527
"53",0.0457589579619668,4.35976453732608
"54",0.0459004873516687,0.0450119390360923
"55",0.0460522480884714,2.78578288604523
"56",0.0477617109212335,6.03854665068236
"57",0.047964081071531,4.57913955271064
"58",0.0482280878247288,5.73957253886505
"59",0.0493157293173214,6.19636600190259
"60",0.0493449232199555,6.15281492118048
"61",0.0496369599866803,6.2021076162127
"62",0.0499989793367154,0.593096346996536
"63",0.0518474542132351,5.70586070600036
"64",0.0523235594412715,6.20133455824708
"65",0.053335350649488,1.1705553459467
"66",0.0547653329379412,5.73916918611704
"67",0.0555929847867031,1.34396648774988
"68",0.0570125195994711,6.14304911964356
"69",0.0573182259288532,1.03822840831172
"70",0.0574762504903545,0.806687355198073
"71",0.0589339542509864,0.0222266678000327
"72",0.0589760560350663,0.444066008695188
"73",0.0593735155541212,6.02562575948995
"74",0.0600051853051846,3.6022421462293
"75",0.0602002269414603,5.94461720377294
"76",0.0602358633767144,6.10231671750442
"77",0.0615334378177726,6.1283417405679
"78",0.0621148880984574,6.14498064819876
"79",0.063644890373778,6.15902251374256
"80",0.0641973497398386,5.38959498473779
"81",0.0650473297197845,0.375359942827037
"82",0.065319396261577,1.13484991052375
"83",0.065327007655047,0.629956294877354
"84",0.0654969281950801,2.50491556197559
"85",0.0657318587405889,2.86188395246153
"86",0.0663205373616606,1.30579121307317
"87",0.0678882461259287,5.09047111380158
"88",0.0678992854823591,0.426448916905418
"89",0.0684649892016121,0.377968758979824
"90",0.0684810168527008,6.12730842555707
"91",0.0687951552491596,4.07846737244845
"92",0.0693607919257336,4.00380102838565
"93",0.0700573399331214,5.02512905367406
"94",0.0729052543232081,5.7393137193934
"95",0.0740509080894952,3.30506064976638
"96",0.0752316754434375,0.846327609896026
"97",0.0760873116713965,3.45329249143546
"98",0.0770734455129457,6.13389924093433
"99",0.0777398924499176,0.118158148921376
"100",0.0777676187110899,4.09213779271471
"101",0.0778065768028544,1.22111768335348
"102",0.0779200438622697,5.57867907040515
"103",0.0786544903161753,5.58027629030485
"104",0.079093335116118,6.01820688881784
"105",0.0796366402431997,0.0254733731574762
"106",0.0821932836208356,0.962709114270118
"107",0.0826654849815618,0.165716345292575
"108",0.084527972534003,1.10382825982841
"109",0.0847344655642745,0.367624497844216
"110",0.0871568328206809,0.320323887401208
"111",0.0890057627888293,5.85947689393927
"112",0.0890736796858066,6.09140394662511
"113",0.0900264289002887,1.27418223801316
"114",0.090425243807918,5.06203387889355
"115",0.0918179887481325,5.25396075850584
"116",0.0927393922534311,6.17822590901744
"117",0.0928204511863057,6.16894377807288
"118",0.0933347153123241,6.18346006973369
"119",0.0935573976768669,1.11410843319934
"120",0.0935752415087101,6.14048058545521
"121",0.0944848472374153,6.02534934059776
"122",0.0953117912952303,0.0310825074950563
"123",0.0960565490691817,0.194055713721695
"124",0.0960575004700691,1.30627058555532
"125",0.0969803642166043,1.32770626942047
"126",0.0976914028671271,6.00790338857327
"127",0.0985601002081991,5.27700612447201
"128",0.101492002108015,6.25705230152972
"129",0.101809431479802,5.2319241787885
"130",0.101970949061562,5.23741869921112
"131",0.103188090887414,0.235038835998333
"132",0.105788281184786,1.05325284366607
"133",0.106027444898952,4.4337385352086
"134",0.10688625130426,1.05053602686944
"135",0.107073252788585,5.18402785266558
"136",0.109207734609477,5.78842990156323
"137",0.109588543257945,6.12886390311759
"138",0.110040340412526,5.39285046188278
"139",0.110231282746957,5.65863345188154
"140",0.11196661560593,1.34625563176342
"141",0.113021361420252,5.32535751552116
"142",0.11313102342587,1.23718844610959
"143",0.11314122159187,5.00524747635791
"144",0.114188254116597,0.80642756167248
"145",0.114658955298073,0.625684925007428
"146",0.116404966370133,0.42832635465094
"147",0.116984771499483,5.90227652118422
"148",0.11793156962696,6.12652591971076
"149",0.118230766620399,1.08439922209412
"150",0.120431767412482,5.9812670221816
"151",0.120881825280946,1.27577288998587
"152",0.12136280732391,0.0774674643589545
"153",0.121876717112945,6.18342969538888
"154",0.122416328304265,5.36045162151255
"155",0.122464325575089,6.16620738933059
"156",0.122883172582825,4.94922605866376
"157",0.123555476130689,3.8405564307694
"158",0.123615999732385,0.90639924144644
"159",0.124964833028926,0.514664639446649
"160",0.125265529214299,6.19101510006734
"161",0.125613352185227,1.22118939971132
"162",0.126323752697345,6.17379932303829
"163",0.127184747244817,5.57262952128839
"164",0.127817990832529,4.56631812317478
"165",0.1281919835402,3.0284964162832
"166",0.129437062475492,0.0366709254562796
"167",0.130240158245142,4.41573354453685
"168",0.13103466047772,0.128428611624231
"169",0.132483436351431,3.31530589287449
"170",0.132766123315401,0.210932017317504
"171",0.133465528969304,6.1899451855965
"172",0.13443201832636,6.20950941760194
"173",0.134581354841231,5.24005635698829
"174",0.134957355099059,1.18434541545962
"175",0.135029010535896,6.27342057747846
"176",0.135306258451577,6.14844350228623
