"Ordered_X"	"Fitted_Values"
0.000476768375714973	6.28163317923035
0.000799603901265907	6.28195960803124
0.000890708568065679	6.28205172719151
0.00218359140087814	0.000173721770424375
0.00364104993303513	0.0016474839387578
0.00389602574192017	0.00190531734480224
0.00414044654967871	0.00215247894860535
0.00732874159770823	0.00537665897584994
0.00777892261732049	0.00583192674041782
0.00892284226436702	0.00698879390270628
0.00897089981824938	0.00703739608797491
0.010362710902956	0.00844500447477545
0.0106117600775981	0.00869688529605472
0.0107663959693313	0.00885328011762623
0.0118432267666836	0.00994237531645345
0.0129185532243913	0.0110299765840382
0.013358201060128	0.0114746508858894
0.0146026559786596	0.0127333583681181
0.0158076817857445	0.0139522199586151
0.0159402014028154	0.01408626321367
0.01603000096531	0.0141770954766078
0.0186686596584881	0.0168461830994772
0.0192158900359224	0.0173997444306411
0.0215368271330061	0.0197476096890514
0.0218002596288314	0.0200141064528713
0.0253052703052913	0.0235600388995938
0.025804273757894	0.0240648910823345
0.0264181693803563	0.0246859898029783
0.0274093310565172	0.025688799171211
0.0274938983151458	0.0257743612522501
0.0297992136081278	0.0281068573943619
0.0308604317480138	0.02918062777777
0.031108671968727	0.0294318078377097
0.0316209603910623	0.0299501674740887
0.0326868300332891	0.031028687547294
0.0330348372946575	0.031380830622075
0.0337117890205092	0.0320658350754696
0.0342091905257104	0.0325691598821942
0.0342915925931942	0.0326525437587889
0.0363866882598137	0.0347726521399163
0.0370949185816469	0.0354893594652099
0.0411267212378933	0.0395696265133912
0.0449251437604993	0.0434140261391843
0.047092478848497	0.0456077316907711
0.0476339916738375	0.0461558485764345
0.0497166520335831	0.04826396500025
0.0503807205392349	0.0489361692024976
0.050528230059497	0.0490854871391998
0.0520427117358784	0.0506185617157166
0.0544384157664428	0.0530437729369522
0.0555787734386994	0.0541982169952088
0.0558326054090738	0.0544551880246998
0.0591570714201204	0.0578208859820213
0.0596172461929684	0.0582867854801427
0.0603604231836679	0.0590392167002996
0.0606364519297562	0.0593186854092301
0.0607213792954694	0.0594046714709853
0.0619392709975203	0.0606377609224136
0.0621514506273344	0.0608525912690523
0.0621786495154117	0.0608801300111664
0.0627804377364979	0.0614894413721736
0.063083584888804	0.0617963809449929
0.0644407061061644	0.0631705019489788
0.0673802542279492	0.0661469942835843
0.0677719829947946	0.0665436588518994
0.0683606879799155	0.0671397870709632
0.068985578635125	0.0677725644796889
0.0696243033485674	0.0684193582295361
0.0709676246647466	0.0697796750282978
0.0730877750453238	0.071926718411688
0.0765466471395806	0.075429644475166
0.0769232438994805	0.0758110511146509
0.0782670883753217	0.0771720803205054
0.0787938024935598	0.0777055389230274
0.0790141429008827	0.0779287022508024
0.0797109816058112	0.0786344744054292
0.0821669903020496	0.0811220390498751
0.0822404584603561	0.0811964528327806
0.0849086260703989	0.0838990282571299
0.0869943073318587	0.086011693541217
0.0879522660928692	0.0869820717042085
0.0926776930348183	0.0917689937438565
0.0947203295910531	0.0938383306740785
0.0958785660641534	0.0950117383420321
0.0964257157712921	0.0955660627283957
