"Ordered_X"	"Fitted_Values"
0.000680903084250869	0.089722148037123
0.00458579468688532	0.0942799326051432
0.00847137003436739	0.0988022487165675
0.0115999877883146	0.102434017627637
0.0140029083272318	0.105217508876015
0.018738585893201	0.110688031239585
0.0214826411944856	0.113848524775594
0.0262687799603526	0.119344260445605
0.0279787282799858	0.121302494708502
0.0315479253656935	0.125380938170545
0.0376750191360663	0.132353394105095
0.0393745395509805	0.134280843074639
0.0405433872797687	0.135604777072254
0.0456974002106661	0.141426223545224
0.0460522480884714	0.141826030540555
0.0555929847867031	0.152526751562727
0.0574762504903545	0.154627711523147
0.0593735155541212	0.156740473354789
0.063644890373778	0.16148286512206
0.065319396261577	0.163336637432763
0.0657318587405889	0.163792787915157
0.0678992854823591	0.166186730650457
0.0729052543232081	0.171696085903908
0.0760873116713965	0.175183625507721
0.0777676187110899	0.177020656920701
0.0786544903161753	0.177988963117857
0.0847344655642745	0.184603125766152
0.0918179887481325	0.192255346706969
0.0933347153123241	0.193886246566814
0.0944848472374153	0.195121156173229
0.0985601002081991	0.199484242741194
0.101970949061562	0.2031208452176
0.106027444898952	0.207427705292018
0.110231282746957	0.211870062432648
0.114658955298073	0.216525721750824
0.11793156962696	0.219951416515633
0.120881825280946	0.223028362078365
0.122416328304265	0.224624501053069
0.123555476130689	0.225807514179081
0.125265529214299	0.227580385077555
0.129437062475492	0.231889836609181
0.132483436351431	0.235023137406408
0.13443201832636	0.237021189605658
0.135029010535896	0.237632378275108
0.136669512932374	0.23930956896647
0.139094377020564	0.241782411807809
0.139595723602259	0.242292746008254
0.143211882188342	0.245964245154629
0.144005214309774	0.246767485033998
0.151968711289592	0.254785707013796
0.154575949476227	0.257393111644981
0.157237893213855	0.260046151085677
0.160836257433655	0.263617864579176
0.161633958991868	0.264407378340342
0.163905276885612	0.266650842654425
0.167996268539388	0.270674680416814
0.171462590276251	0.274066965162505
0.177039188328241	0.279491364293213
0.178504394448034	0.280909796750993
0.185538970384676	0.287680390338731
0.186900295549219	0.288983083104933
0.195765332662776	0.297406305568062
0.198594600042631	0.300072641842524
0.201026297320308	0.302355815163109
0.203881245628314	0.305026369100603
0.205090013905814	0.306153804178189
0.213217525490364	0.313684044416028
0.218883064415038	0.318881325167672
0.223166805845033	0.322782712445231
0.224944704387565	0.324394768411737
0.228910046613351	0.327975118241026
0.230264515174564	0.329193306028488
0.232295327599278	0.331015232804649
0.233897908826264	0.332449120280444
0.236882695576316	0.335110658457924
0.240209658889256	0.338063437099153
0.243604084177664	0.341061031418967
0.245697906762641	0.342902497758062
0.248323305445939	0.345203316971665
0.258062885644807	0.353659733680134
0.261029550849838	0.356210884379537
0.271102167466685	0.364787253677718
0.276791045357153	0.369573024819776
0.285174489316351	0.376549793306927
0.292826845425903	0.382839882095951
0.296071594495828	0.385484614666494
0.299549640216814	0.388304782719654
0.307012027071645	0.394304560494453
0.30803509414949	0.395121705561927
0.316054287655316	0.401482016670777
0.318352900194273	0.403290561688149
0.326301381080093	0.40949485293614
0.330705426131769	0.412899645118523
0.334806477100069	0.416049326737166
0.339722788446343	0.419798832729478
0.342513123467361	0.42191425639886
0.343414602734383	0.422595740035468
0.346674280078112	0.42505201566013
0.348801913110697	0.426648596697473
0.350437765874095	0.427872583114813
0.351529406777203	0.428687659576676
0.3545976934209	0.430971272367938
0.357483583546218	0.433109312142016
0.361905346931068	0.436366881950725
0.364746130396332	0.438448100629792
0.365505014740255	0.43900254554871
0.369532560042633	0.441934355772956
0.371308590032959	0.443221486829656
0.374070706421116	0.445216357561255
0.375971978852099	0.446584648413785
0.378106459041219	0.448116079159917
0.379969451308538	0.449448686769069
0.38230918308571	0.45111700422477
0.383492146070957	0.451958263746508
0.384817959221137	0.452899331552177
0.388888151596978	0.455776689361722
0.39344425912353	0.458976830303422
0.398775442670294	0.462693914381828
0.40213560701685	0.465021704232429
0.406466803302775	0.468005246450812
0.407278329504187	0.468562160590767
0.412358223673762	0.472033316774132
0.416378885377133	0.474762588423129
