"Ordered_X"	"Fitted_Values"
0.000668900308193518	0.0956826475292955
0.000795151502361387	0.0958096420655261
0.000890086111470986	0.0959051350357201
0.00160328915573532	0.0966225164775903
0.00247055196235052	0.0974948214227273
0.00279561252206746	0.0978217608547504
0.00315821008929529	0.0981864471957167
0.0050500497596643	0.100089064122653
0.00506697341764365	0.100106083274505
0.00666622606426551	0.10171428667703
0.00786778715295398	0.10292247736399
0.00973588425293566	0.104800719217048
0.0101112758474198	0.10517812552916
0.0106117600775981	0.105681283429118
0.0107487355408694	0.105818988164765
0.0110928722758608	0.106164952431736
0.0112523511372565	0.106325275927857
0.013358201060128	0.108442143775845
0.0136504887739824	0.108735940903447
0.0138394640984107	0.108925889546675
0.0142269198440622	0.109315334561036
0.0146026559786596	0.109692991672967
0.0147540573966291	0.109845164881218
0.01603000096531	0.111127561181939
0.0164807415618783	0.111580559236445
0.0173656475094181	0.112469863620152
0.0174286026579704	0.112533129998524
0.0183690833318933	0.113478233385161
0.020497161266366	0.115616586522182
0.0215368271330061	0.116661179082175
0.0215402813191728	0.116664649534805
0.0217949917720631	0.1169205576098
0.021867817027269	0.116993724606693
0.0220138627983739	0.117140454811291
0.0221498720740695	0.117277100399404
0.0232599937409752	0.118392376563318
0.0248098573645472	0.119949319822167
0.0254431247687576	0.120585440815225
0.0274938983151458	0.122645299698385
0.0287566028482928	0.12391347991065
0.0289017422275703	0.124059242902919
0.0292723126296426	0.124431400111028
0.0296276805646212	0.124788282458167
0.0297858870550369	0.124947160852928
0.0303210245986499	0.125484560637681
0.0305321077913027	0.125696531709406
0.0308604317480138	0.126026231686989
0.031108671968727	0.126275508246816
0.0311595691315765	0.12632661746173
0.0317570200907254	0.126926546619154
0.0319154152180448	0.127085595376931
0.0321916042730094	0.127362920755122
0.0326868300332891	0.127860173219718
0.0326912238568315	0.127864584962859
0.0330348372946575	0.128209596399793
0.0335418009813949	0.128718610489947
0.0337729192274847	0.128950658666647
0.0350048702884925	0.130187515676808
0.0353383459012652	0.130522304521789
0.0354823365508309	0.130666860265821
0.0355896391424398	0.130774583206781
0.035876198056678	0.131062261503194
0.0364407842961348	0.131629039600601
0.0370949185816469	0.132285690864369
0.037412047816398	0.132604031646216
0.0375580885068218	0.1327506283532
0.0378020345972821	0.132995500524835
0.0409240563725398	0.136129077438898
0.0416433403933386	0.136850945619694
0.0438532516447925	0.139068613616345
0.0440339302711342	0.139249914227905
0.0440383101662852	0.139254309177944
0.0441248463592002	0.139341142597156
0.0461859547883383	0.141409205397279
0.0464403820006279	0.141664474445717
0.0473432575761982	0.1425703079302
0.0477249472085227	0.142953234182778
0.0555787734386994	0.150830681896992
0.0560386505130778	0.151291834366375
0.0583052363228893	0.153564532140102
0.0583349508714854	0.153594324894104
0.0584228484088391	0.153682453477
0.0586746557838398	0.153934920339067
0.0593317282906192	0.154593696915632
0.0603604231836679	0.155625010840925
0.0646151870100046	0.159889974679222
0.0653070910181927	0.160583441138272
0.066130791391731	0.161408966487042
0.066518005844956	0.16179702566533
0.0665866995478136	0.161865868346219
0.0668117057651344	0.162091360683742
0.0696243033485674	0.164909794748619
0.0696852158553332	0.164970828739174
0.0700469860561746	0.165333316159201
0.0709676246647466	0.166255746803716
0.0719604065806719	0.167250407847678
0.0730877750453238	0.168379843090624
0.0753429181323283	0.170638906431205
0.0769232438994805	0.172221809361463
0.0785061587371383	0.173807165202076
0.0819508078385297	0.17725664101055
0.0822404584603561	0.177546667202249
0.0823512719670118	0.177657623150638
0.0829492137621405	0.178256321686961
0.0830442923815858	0.178351518791173
0.0832562102570806	0.178563698932761
0.0840441715749573	0.179352613367719
0.0840887412521885	0.179397235917959
0.0843886352867076	0.179697482826097
0.0855134972079359	0.180823623488144
0.0860270939299618	0.181337780525782
